timestamp,abertura,alta,baixa,fechamento,volume,SMA_20,SMA_50,EMA_20,EMA_50,RSI_14,MACD,MACD_Signal,MACD_Hist,BB_Superior,BB_Medio,BB_Inferior
2025-03-26 08:27:00,0.896835,0.896835,0.896685,0.896725,0,0.896695,0.8960541999999999,0.8966259155139255,0.8962826509111337,53.254437869820656,0.00021615074496494913,0.00025314098654648546,-3.6990241581536334e-05,0.8971473622209913,0.896695,0.8962426377790087
2025-03-26 08:28:00,0.896735,0.896905,0.896735,0.896845,0,0.8967225000000001,0.8960817999999999,0.8966467807030754,0.8963047038165795,54.06976744186092,0.00020785907623066535,0.00024408460448332143,-3.622552825265608e-05,0.8971378311931855,0.8967225000000001,0.8963071688068147
2025-03-26 08:29:00,0.896825,0.897025,0.896775,0.896965,0,0.8967544999999999,0.8961138,0.8966770873027824,0.8963305977845568,58.65921787709501,0.00020856663974411216,0.0002369810115354796,-2.841437179136743e-05,0.8971383023066097,0.8967544999999999,0.8963706976933901
2025-03-26 08:30:00,0.896965,0.897065,0.896915,0.897005,0,0.8967919999999999,0.8961467999999999,0.8967083170834698,0.8963570449302605,60.22099447513955,0.00020993505400956902,0.0002315718200302975,-2.1636766020728465e-05,0.8971114798404495,0.8967919999999999,0.8964725201595504
2025-03-26 08:31:00,0.897015,0.897025,0.896865,0.896875,0,0.8968109999999999,0.8961756,0.8967241916469488,0.8963773568937797,47.204968944098695,0.0001982443808099532,0.00022490633218622864,-2.666195137627543e-05,0.8970998379622792,0.8968109999999999,0.8965221620377206
2025-03-26 08:32:00,0.896885,0.896915,0.896805,0.896915,0,0.896827,0.8962076,0.896742363871049,0.896398440937161,45.51282051282024,0.000190016709433527,0.00021792840763568832,-2.7911698202161327e-05,0.8971005035841793,0.896827,0.8965534964158208
2025-03-26 08:33:00,0.896905,0.896945,0.896785,0.896865,0,0.8968395000000001,0.896237,0.8967540435023776,0.8964167373709978,47.019867549671645,0.00017741649158109496,0.00020982602442476967,-3.240953284367471e-05,0.8970944282665482,0.8968395000000001,0.8965845717334521
2025-03-26 08:34:00,0.896865,0.896995,0.896815,0.896945,0,0.8968515,0.8962696,0.8967722298354845,0.8964374535525274,52.66666666666533,0.00017190445204895433,0.00020224170994960662,-3.0337257900652295e-05,0.897102332298833,0.8968515,0.8966006677011671
2025-03-26 08:35:00,0.896945,0.897015,0.896905,0.896955,0,0.8968665,0.8963006,0.8967896365178194,0.8964577494916439,58.82352941176039,0.0001664245982612167,0.00019507828761192866,-2.865368935071197e-05,0.8971033454971203,0.8968665,0.8966296545028797
2025-03-26 08:36:00,0.896955,0.896975,0.896815,0.896815,0,0.8968754999999999,0.8963276,0.896792052087551,0.896471759315501,54.42176870748561,0.00014906659773505915,0.00018587594963655475,-3.680935190149561e-05,0.8970877039734506,0.8968754999999999,0.8966632960265493
2025-03-26 08:37:00,0.896815,0.897035,0.896765,0.896845,0,0.8968695,0.8963502,0.8967970947458794,0.8964863962050893,48.06201550387604,0.00013616142241978935,0.0001759330441932017,-3.977162177341235e-05,0.8970777988744212,0.8968695,0.8966612011255788
2025-03-26 08:38:00,0.896855,0.896925,0.896795,0.896885,0,0.896861,0.8963744,0.8968054666748433,0.8965020277264584,47.6562500000019,0.00012768971614796065,0.0001662843785841535,-3.8594662436192844e-05,0.8970504479515548,0.896861,0.8966715520484453
2025-03-26 08:39:00,0.896885,0.896895,0.896695,0.896765,0,0.8968515,0.8963918,0.8968016127058106,0.8965123403646366,53.04347826087023,0.00011002453640640564,0.00015503241014860395,-4.5007873742198315e-05,0.897040154515844,0.8968515,0.8966628454841561
2025-03-26 08:40:00,0.896765,0.896825,0.896725,0.896725,0,0.8968445,0.8964116,0.8967943162576382,0.8965206799581802,45.283018867925314,9.173957180641512e-05,0.0001423738424801662,-5.0634270673751076e-05,0.8970412606080359,0.8968445,0.8966477393919642
2025-03-26 08:41:00,0.896735,0.896735,0.896565,0.896655,0,0.8968415000000001,0.8964300000000001,0.8967810480426249,0.8965259474108006,46.60194174757239,7.07842340509357e-05,0.0001280559207943201,-5.7271686743384396e-05,0.8970481550648353,0.8968415000000001,0.8966348449351649
2025-03-26 08:42:00,0.896645,0.896695,0.896595,0.896695,0,0.896842,0.896449,0.8967728529909463,0.8965325769241026,42.10526315789658,5.675045963771108e-05,0.0001137948285629983,-5.7044368925287216e-05,0.8970471033116593,0.896842,0.8966368966883408
2025-03-26 08:43:00,0.896725,0.896775,0.896565,0.896595,0,0.896827,0.8964659999999999,0.8967559146108561,0.8965350248878633,30.107526881723516,3.713140037231444e-05,9.846214292486153e-05,-6.133074255254709e-05,0.8970580251752766,0.896827,0.8965959748247235
2025-03-26 08:44:00,0.896595,0.896595,0.896285,0.896345,0,0.896797,0.8964768000000001,0.8967167798860126,0.8965275729314766,21.052631578946347,1.3941727384780833e-06,7.904854888758484e-05,-7.765437614910676e-05,0.8971061312104848,0.896797,0.8964878687895151
2025-03-26 08:45:00,0.896345,0.896515,0.896295,0.896505,0,0.8967875000000001,0.8964932,0.896696610373059,0.8965266877184774,34.18803418803654,-1.3857434925879097e-05,6.046735212489206e-05,-7.432478705077116e-05,0.8971205797281371,0.8967875000000001,0.8964544202718631
2025-03-26 08:46:00,0.896495,0.896605,0.896445,0.896515,0,0.896772,0.896512,0.8966793141470534,0.8965262293765763,32.45614035087472,-2.4851059906016992e-05,4.340366971871025e-05,-6.825472962472724e-05,0.8971259313047101,0.896772,0.89641806869529
2025-03-26 08:47:00,0.896525,0.896605,0.896465,0.896595,0,0.8967654999999999,0.896532,0.8966712842282863,0.8965289262637695,38.461538461539924,-2.6799329506999037e-05,2.936306987356839e-05,-5.616239938056743e-05,0.8971277430124001,0.8967654999999999,0.8964032569875997
2025-03-26 08:48:00,0.896595,0.896675,0.896555,0.896635,0,0.896755,0.8965564,0.8966678285874972,0.8965330860181315,36.283185840707446,-2.4829462903719346e-05,1.8524563318110844e-05,-4.335402622183019e-05,0.8971197060821381,0.896755,0.8963902939178618
2025-03-26 08:49:00,0.896655,0.896655,0.896525,0.896635,0,0.8967385,0.8965806,0.8966647020553545,0.8965370826448715,35.71428571428784,-2.3003163281076766e-05,1.0219017998273324e-05,-3.3222181279350094e-05,0.8970929172385482,0.8967385,0.8963840827614518
2025-03-26 08:50:00,0.896625,0.896625,0.896415,0.896415,0,0.8967090000000001,0.8965989999999999,0.8966409209072256,0.8965322950901707,33.33333333333333,-3.886001499231462e-05,4.032114001557351e-07,-3.9263226392470356e-05,0.8970682037979393,0.8967090000000001,0.8963497962020609
2025-03-26 08:51:00,0.896405,0.896415,0.896275,0.896295,0,0.8966799999999999,0.8966122,0.8966079760589184,0.8965229894003601,28.682170542637593,-6.041327470918123e-05,-1.176008582171166e-05,-4.865318888746957e-05,0.8970746750829296,0.8966799999999999,0.8962853249170702
2025-03-26 08:52:00,0.896305,0.896385,0.896265,0.896345,0,0.8966514999999999,0.8966262,0.8965829307199737,0.8965160094238754,29.230769230768573,-7.262265739671481e-05,-2.3932600136712292e-05,-4.8690057260002515e-05,0.897056899088659,0.8966514999999999,0.8962461009113408
2025-03-26 08:53:00,0.896345,0.896475,0.896295,0.896305,0,0.8966234999999999,0.8966394,0.8965564611275952,0.8965077345445078,31.1475409836076,-8.455168762311338e-05,-3.6056417633992515e-05,-4.8495269989120866e-05,0.8970438895437021,0.8966234999999999,0.8962031104562977
2025-03-26 08:54:00,0.896295,0.896385,0.896245,0.896265,0,0.8965894999999999,0.896652,0.8965287029249671,0.8964982155427624,31.1475409836076,-9.612512512102711e-05,-4.807015913139944e-05,-4.805496598962767e-05,0.8970104000381781,0.8965894999999999,0.8961685999618217
